dominio,categoria_provisional,certeza,criterio,authority_score_exportado,urls_ejemplo,fuente,accion
frontiersin.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,69,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
yumpu.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,69,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
uc.cl,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,64,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
wikiversity.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,63,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
elmostrador.cl,medio especializado,inferencia editorial,Verificar audiencia y contexto de la página fuente.,61,https://www.elmostrador.cl/noticias/pais/2010/06/02/la-consultora-que-mueve-los-hilos-en-el-ministerio-de-medio-ambiente/; https://www.elmostrador.cl/noticias/pais/2010/02/10/los-conflictos-de-interes-que-enfrentara-la-nueva-ministra-de-medio-ambiente/,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
ucar.edu,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,58,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
encancha.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,57,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
uce.edu.ec,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,55,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
pucv.cl,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,52,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
senescyt.gob.ec,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,49,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
hoy.com.do,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,48,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
pauta.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,46,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
webnode.es,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,46,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
lamolina.edu.pe,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,44,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
segurossura.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,44,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
udla.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,44,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
xakep.ru,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,43,https://xakep.ru/2002/05/30/15394/,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
timetoast.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,42,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
ihmc.us,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,41,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
infoagro.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,41,,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
antronio.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,39,https://www.antronio.cl/temas/ministra-de-medio-ambiente-trabaj%C3%B3-para-pinochet.976425/page-2; https://www.antronio.cl/temas/ministra-de-medio-ambiente-trabaj%C3%B3-para-pinochet.976425/; https://www.antronio.cl/temas/cmpc-inaugurar%C3%A1-dos-nuevas-centrales-el%C3%A9ctricas-este-a%C3%B1o.1202491/,08-backlink-gap/backlink-gap-integrales-page1-20260903.json,revisión humana; sin outreach
expoknews.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,39,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
portalminero.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,39,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
redobservadores.cl,asociación,inferencia temática,Confirmar vínculo real y pertinencia de colaboración.,38,https://www.redobservadores.cl/lanzamientos-atlas-de-las-aves-nidificantes-de-chile-en-la-region-de-los-lagos-2/; https://www.redobservadores.cl/atlas-de-las-aves-nidificantes-de-chile/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
ciencialatina.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,37,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
gwp.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,37,https://www.gwp.org/zh-CN/GWP-Sud-America/MIEMBROS/Conozca-a-nuestros-miembros/gwp-chile2/; https://www.gwp.org/ru-RU/GWP-Sud-America/MIEMBROS/Conozca-a-nuestros-miembros/gwp-chile2/; https://www.gwp.org/fr/GWP-Sud-America/MIEMBROS/Conozca-a-nuestros-miembros/gwp-chile2/; https://www.gwp.org/es/GWP-Sud-America/MIEMBROS/Conozca-a-nuestros-miembros/gwp-chile2/; https://gwp.org/zh-CN/GWP-Sud-America/MIEMBROS/Conozca-a-nuestros-miembros/gwp-chile2/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
curlie.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,36,https://www.curlie.org/es/Regional/Am%C3%A9rica/Chile/Econom%C3%ADa_y_negocios/Medio_ambiente/Consultores; https://curlie.org/es/Regional/Am%C3%A9rica/Chile/Econom%C3%ADa_y_negocios/Medio_ambiente/Consultores,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
ithy.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,36,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
blogia.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,35,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
recimundo.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,35,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
clodura.ai,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,34,https://www.clodura.ai/directory/company/gac,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
fastbase.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,34,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
ppulegal.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,34,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
vocescriticas.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,34,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
diarioelcentro.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,33,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
latinpost.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,33,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
redilat.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,33,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
ecoembesempleo.es,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,32,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
technologyreview.es,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,32,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
elquintopoder.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,31,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
marketeroslatam.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,31,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
mch.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,31,https://www.mch.cl/asociacion-de-empresas-consultoras-de-ingenieria-aic-integra-nuevos-socios/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
dominiodelasciencias.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,30,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
t-firefly.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,30,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
induambiente.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,29,https://www.induambiente.com/; https://www.induambiente.com/5-000-millones-de-bolsas-plasticas-dejaron-de-entregarse-desde-que-rige-la-ley-que-las-prohibe; https://www.induambiente.com/4-286-hectareas-de-bosque-nativo-fueron-devastadas-por-incendios-en-la-region-de-valparaiso; https://www.induambiente.com/15-companias-productoras-de-la-red-de-ee-en-la-mineria-analizaron-su-huella-de-carbono; https://www.induambiente.com/11-proyectos-de-energias-renovables-se-construyen-en-la-region-de-coquimbo-por-us-146-millones,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
iste.edu.ec,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,29,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
noticiasdiaadia.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,29,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
vanguardlawmag.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,29,https://www.vanguardlawmag.com/case-studies/javier-ruscica-olivares-pruzzo-ruscica-brotfeld-abogados/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
eltrebol.gov.ar,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,28,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
odp.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,28,http://www.odp.org/World/Espa%C3%B1ol/Regional/Am%C3%A9rica/Chile/Econom%C3%ADa_y_negocios/Medio_ambiente/Consultores; http://odp.org/World/Espa%C3%B1ol/Regional/Am%C3%A9rica/Chile/Econom%C3%ADa_y_negocios/Medio_ambiente/Consultores,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
pv-magazine-latam.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,28,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
ceupe.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,27,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
russianlawjournal.org,revista científica,inferencia por dominio,"Priorizar publicaciones verificadas, DOI y afiliación histórica.",27,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
olca.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,26,https://www.olca.cl/oca/desertificacion/informe069.htm; https://www.olca.cl/oca/chile/region05/termoelectricas019.htm; https://olca.cl/oca/desertificacion/informe069.htm; https://olca.cl/oca/chile/region05/termoelectricas019.htm,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
presslatam.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,26,https://presslatam.cl/inicio/page/890/; https://presslatam.cl/inicio/page/872/; https://presslatam.cl/inicio/page/838/; https://presslatam.cl/inicio/page/832/; https://presslatam.cl/inicio/page/824/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
automujer.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,25,https://www.automujer.com/cyberday-el-mundo-motor-y-sus-ofertas-para-este-evento/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
lfi.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,25,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
tib-op.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,25,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
todoexpertos.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,25,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
urlumbrella.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,25,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
diowebhost.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,24,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
emprendedoresnews.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,24,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
lenciclopedia.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,24,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
montsepenarroya.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,24,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
tecnohumanismo.online,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,23,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
tendencias21.es,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,23,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
domzy.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,22,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
somosimpactopositivo.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,22,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
unah.edu.cu,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,22,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
microlinksite.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,19,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
themetix.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,19,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
walshp.com.pe,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,19,https://www.walshp.com.pe/; https://www.walshp.com.pe/clientes/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
example3.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,17,https://www.example3.com/domain/buk.cl,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
journalbusinesses.com,revista científica,inferencia por dominio,"Priorizar publicaciones verificadas, DOI y afiliación histórica.",17,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
reeditor.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,17,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
itred.edu.ec,universidad,inferencia por dominio o categoría,Comprobar relación académica real y URL pertinente.,16,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
masaico.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,16,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
onesmablog.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,16,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
sberopedia.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,16,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
teoriadeconstruccion.net,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,16,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
thezenweb.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,15,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
inercomunicacion.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,14,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
mundomineria.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,14,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
webquestcreator2.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,14,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
culturadigital.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
elinsignia.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
forosambientales.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
icecct.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
icmsmt.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
intently.co,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,https://intently.co/suppliers/Chile/Santiago/Environmental+Consulting,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
netatlas.net,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,13,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
aguilaycia.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,12,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
directorioempresaschile.cl,directorio legítimo,candidato sin legitimar,La etiqueta es un casillero de revisión; comprobar identidad editorial y descartar enlaces automatizados.,12,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
guia-paginas.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,12,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
toplist.co.in,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,12,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
abrirarchivos.info,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,11,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
citiservi.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,10,https://www.citiservi.cl/rm-metropolitana-santiago/gestion-ambiental-consultores-providencia__128587_4.html; http://www.citiservi.cl/rm-metropolitana-santiago/gestion-ambiental-consultores-providencia__128587_4.html,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
construpedia.ai,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,10,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
guianegocios.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,10,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
village.ai,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,10,https://village.ai/company/gestionambientalconsultores,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
volcanismandgeology.wordpress.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,10,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
bioamericaconsultores.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,https://www.bioamericaconsultores.cl/clientes.html,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
concejoeltrebol.gob.ar,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
consultorioampuero.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
dltech.forum,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
gesam.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,https://gesam.cl/que-hacemos/clientes/,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
ingenieriaforestalut.blogspot.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
stackscan.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
websitedesign.com.tr,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,9,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
imagine-it.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,8,https://www.imagine-it.cl/clientes,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
vidasur.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,8,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
agronomos.org,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
chileempresas.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
delmaq.com.py,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
develop-blog.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
laguiaonline.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,https://laguiaonline.cl/businesses/gestion-ambiental-consultores,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
southforestsgroup.com,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
traducimos.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,http://traducimos.cl/clientes.html; http://www.traducimos.cl/clientes.html,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
vigiasdelsur.cl,institución,sin clasificar; requiere revisión,No se deduce la naturaleza ni calidad solo del dominio.,7,https://vigiasdelsur.cl/wiki/doku.php/megaproyectos:energia:sistema_de_transmision_tineo-nueva_ancud,08-backlink-gap/backlink-gap-integrales-page2-20260903.json,revisión humana; sin outreach
